Overall,Team,Player,Nat.,Pos,Age,To,Amateur Team,GP,G,A,PTS,+/-,PIM,GP,W,L,T/O,SV%,GAA,PS
73,Tampa Bay Lightning,Radek Smolenak,CZ,LW,18,2010,Kingston (OHL),7,0,1,1,1,15,,,,,,,0
73,Florida Panthers,Brady Calla,CA,RW,18,,Everett (WHL),,,,,,,,,,,,,
73,Montreal Canadiens,Yannick Weber,CH,D,18,2021,Kitchener (OHL),499,28,66,94,-28,195,,,,,,,17.9
73,New York Islanders,Kirill Petrov,RU,RW,18,,Ak Bars Kazan (Russia),,,,,,,,,,,,,
73,New Jersey Devils,Alexander Urbom,SE,D,18,2014,Djurgarden (Sweden),34,3,1,4,-1,28,,,,,,,1.2
73,Calgary Flames,Joey Leach,CA,D,18,,Kootenay (WHL),,,,,,,,,,,,,
73,Carolina Hurricanes,Keegan Lowe,US,D,18,2018,Edmonton (WHL),4,0,0,0,-3,10,,,,,,,-0.2
73,Buffalo Sabres,Justin Kea,CA,C,18,,Saginaw (OHL),,,,,,,,,,,,,
73,New Jersey Devils,Ryan Kujawinski,CA,C,18,,Kingston (OHL),,,,,,,,,,,,,
74,Anaheim Ducks,Kyle Klubertanz,US,D,18,,Green Bay (USHL),,,,,,,,,,,,,
74,Calgary Flames,Dan Ryder,CA,C,18,,Peterborough (OHL),,,,,,,,,,,,,
74,Los Angeles Kings,Jeff Zatkoff,US,G,19,2017,Miami (Ohio) (CCHA),48,0,1,1,0,0,48,18,21,4,0.908,2.72,6.5
74,Toronto Maple Leafs,Dale Mitchell,CA,RW,18,,Oshawa (OHL),,,,,,,,,,,,,
74,Los Angeles Kings,Andrew Campbell,CA,D,20,2016,Sault Ste. Marie (OHL),42,0,2,2,-13,12,,,,,,,0
74,Calgary Flames,Ryan Howse,CA,LW,18,,Chilliwack (WHL),,,,,,,,,,,,,
74,St. Louis Blues,Max Gardiner,US,C,18,,Minnetonka (High-MN),,,,,,,,,,,,,
74,Edmonton Oilers,Travis Ewanyk,CA,LW,18,,Edmonton (WHL),,,,,,,,,,,,,
74,Dallas Stars,Esa Lindell,FI,D,18,2022,Jokerit Jr. (Finland-Jr.),417,35,97,132,55,114,,,,,,,32.7
74,Chicago Blackhawks,John Hayden,US,C,18,2022,USA U-18 (USHL),232,14,20,34,-28,256,,,,,,,0
75,Anaheim Ducks,Tim Brent,CA,C,20,2013,St. Michael's (OJHL),207,21,27,48,-21,76,,,,,,,3.1
75,Dallas Stars,Perttu Lindgren,FI,C,18,2010,Ilves Tampere Jr. (Finland-Jr.),1,0,0,0,0,0,,,,,,,0
75,Edmonton Oilers,Theo Peckham,CA,D,18,2013,Owen Sound (OHL),160,4,13,17,-15,388,,,,,,,3.7
75,Tampa Bay Lightning,Luca Cunti,CH,C,18,,GCK Zurich Jr. (Swiss-Jr.),,,,,,,,,,,,,
75,New York Rangers,Evgeny Grachev,RU,C,18,2012,Lokomotiv Yaroslavl 2 (Russia-3),34,1,3,4,-7,2,,,,,,,-0.2
75,Detroit Red Wings,Andrej Nestrasil,CZ,RW,18,2017,Victoriaville (QMJHL),128,17,31,48,0,18,,,,,,,4.9
75,Buffalo Sabres,Kevin Sundher,CA,C,18,,Chilliwack (WHL),,,,,,,,,,,,,
75,New Jersey Devils,Blake Coleman,US,C,19,2022,Indiana (USHL),353,83,69,152,8,289,,,,,,,15.9
75,Calgary Flames,Jon Gillies,US,G,18,2022,Indiana (USHL),26,0,1,1,0,2,26,7,14,2,0.894,3.24,2.8
75,New York Rangers,Pavel Buchnevich,RU,LW,18,2022,Cherepovets 2 (Russia-Jr.),348,98,143,241,25,138,,,,,,,25.7
76,Atlanta Thrashers,Scott Lehman,CA,D,18,2009,St. Michael's (OJHL),1,0,0,0,0,0,,,,,,,0
76,New York Islanders,Shea Guthrie,CA,W,18,,St. George's (High-RI),,,,,,,,,,,,,
76,Chicago Blackhawks,Tony Lagerstrom,SE,C,18,,Sodertalje Jr. (Sweden-Jr.),,,,,,,,,,,,,
76,New York Islanders,Jason Gregoire,CA,LW,18,,Lincoln (USHL),,,,,,,,,,,,,
76,Phoenix Coyotes,Mathieu Brodeur,CA,D,18,,Cape Breton (QMJHL),,,,,,,,,,,,,
76,Anaheim Ducks,Igor Bobkov,RU,G,18,,Magnitogorsk 2 (Russia-3),,,,,,,,,,,,,
76,Ottawa Senators,Jakub Culek,CZ,LW,18,,Rimouski (QMJHL),,,,,,,,,,,,,
76,Florida Panthers,Logan Shaw,CA,RW,19,2022,Cape Breton (QMJHL),232,16,23,39,-13,37,,,,,,,1.3
76,Ottawa Senators,Chris Driedger,CA,G,18,2022,Calgary (WHL),54,0,2,2,0,4,54,26,17,4,0.918,2.42,9.8
76,New York Islanders,Taylor Cammarata,US,C/LW,18,,Waterloo (USHL),,,,,,,,,,,,,
77,Ottawa Senators,Shawn Weller,US,LW,18,,Capital District (EJHL),,,,,,,,,,,,,
77,New York Rangers,Dalyn Flatt,CA,D,18,,Saskatoon (WHL),,,,,,,,,,,,,
77,New Jersey Devils,Vladimir Zharkov,RU,RW,18,2012,CSKA Moscow 2 (Russia),82,2,12,14,3,10,,,,,,,0.6
77,Tampa Bay Lightning,Alex Killorn,CA,C,18,2022,Deerfield Academy (High-MA),694,162,226,388,81,416,,,,,,,39.8
77,Boston Bruins,Michael Hutchinson,CA,G,18,2022,Barrie (OHL),137,0,1,1,0,0,137,55,55,15,0.905,2.79,18
77,Minnesota Wild,Matt Hackett,CA,G,19,2015,Plymouth (OHL),26,0,0,0,0,0,26,4,17,2,0.906,3.11,3.6
77,Dallas Stars,Alexander Guptill,CA,LW,18,,Orangeville (CCHL),,,,,,,,,,,,,
77,Buffalo Sabres,Daniel Catenacci,CA,C,18,2018,Sault Ste. Marie (OHL),12,0,0,0,-3,0,,,,,,,-0.3
77,Washington Capitals,Chandler Stephenson,CA,C/LW,18,2022,Regina (WHL),312,50,81,131,48,79,,,,,,,12.1
77,Pittsburgh Penguins,Jake Guentzel,US,C,18,2022,Sioux City (USHL),349,147,165,312,37,154,,,,,,,36.5
78,Minnesota Wild,Peter Olvecky,SK,C,18,2010,Dukla Trencin Jr. (Slovak-Jr.),32,2,5,7,1,12,,,,,,,0.6
78,Nashville Predators,Teemu Laakso,FI,D,18,2012,HIFK Helsinki (Finland),17,0,0,0,-3,10,,,,,,,-0.1
78,Tampa Bay Lightning,Kevin Quick,US,D,18,2009,Salisbury (High-CT),6,0,1,1,0,0,,,,,,,0.2
78,Pittsburgh Penguins,Robert Bortuzzo,CA,D,18,2022,Kitchener (OHL),463,18,48,66,32,447,,,,,,,17.6
78,Calgary Flames,Lance Bouma,CA,C,18,2018,Vancouver (WCHL),357,30,46,76,-7,210,,,,,,,4.3
78,St. Louis Blues,Sergei Andronov,RU,RW,20,,Lada Togliatti (KHL),,,,,,,,,,,,,
78,Nashville Predators,Taylor Aronson,US,D,18,,Portland (WHL),,,,,,,,,,,,,
78,Winnipeg Jets,Brennan Serville,CA,D,18,,Stouffville (OJHL),,,,,,,,,,,,,
78,Philadelphia Flyers,Shayne Gostisbehere,US,D,19,2022,Union (ECAC),435,69,181,250,-43,147,,,,,,,37.8
78,Ottawa Senators,Marcus Hogberg,SE,G,18,2021,Linkoping Jr. (Sweden-Jr.),42,0,0,0,0,0,42,9,17,9,0.894,3.39,4.8
79,Minnesota Wild,Clayton Stoner,CA,D,19,2017,Tri-City (WHL),360,7,41,48,5,459,,,,,,,13.4
79,Nashville Predators,Cody Franson,CA,D,18,2018,Vancouver (WCHL),550,43,169,212,-10,202,,,,,,,37
79,Philadelphia Flyers,Jon Matsumoto,CA,C,19,2012,Bowling Green ( ),14,2,0,2,-4,4,,,,,,,0.1
79,New Jersey Devils,Nick Palmieri,US,RW,18,2012,Erie (OHL),87,13,12,25,-1,20,,,,,,,2.7
79,Ottawa Senators,Zack Smith,CA,C,20,2020,Swift Current (WHL),662,98,106,204,-46,722,,,,,,,14.1
79,Montreal Canadiens,Mac Bennett,US,D,18,,Hotchkiss (High-CT),,,,,,,,,,,,,
79,Toronto Maple Leafs,Sondre Olden,NO,C,18,,MODO Jr. (Sweden-Jr.),,,,,,,,,,,,,
79,Chicago Blackhawks,Klas Dahlbeck,SE,D,20,2018,Linkoping (Sweden),170,6,17,23,-31,87,,,,,,,3.3
79,Chicago Blackhawks,Chris Calnan,US,RW,18,,Nobles (High-MA),,,,,,,,,,,,,
79,Detroit Red Wings,Mattias Janmark,SE,C,20,2022,AIK (Sweden),400,64,86,150,-23,96,,,,,,,11.8
80,New York Rangers,Billy Ryan,US,C,18,,Cushing Academy (High-MA),,,,,,,,,,,,,
80,Detroit Red Wings,Christofer Lofberg,SE,C,18,,Djurgarden Jr. (Sweden-Jr.),,,,,,,,,,,,,
80,Atlanta Thrashers,Michael Forney,US,RW,18,,Thief River Falls (High-MN),,,,,,,,,,,,,
80,Pittsburgh Penguins,Casey Pierro-Zabotel,CA,C,18,,Merritt (BCHL),,,,,,,,,,,,,
80,Florida Panthers,Adam Comrie,CA,D,18,,Saginaw (OHL),,,,,,,,,,,,,
80,New York Rangers,Ryan Bourque,US,C,18,2015,U.S. National U-18 (USNTDP),1,0,0,0,-1,0,,,,,,,-0.1
80,Pittsburgh Penguins,Bryan Rust,US,RW,18,2022,USA U-18 (USHL),398,118,136,254,55,132,,,,,,,28.5
80,Los Angeles Kings,Andy Andreoff,CA,LW,20,2022,Oshawa (OHL),184,14,12,26,-16,225,,,,,,,1
80,Detroit Red Wings,Jake Paterson,CA,G,18,,Saginaw (OHL),,,,,,,,,,,,,
80,New York Rangers,Anthony Duclair,CA,LW,18,2022,Quebec (QMJHL),442,109,125,234,47,143,,,,,,,26.7
81,Nashville Predators,Vaclav Meidl,CZ,C,18,,Plymouth (OHL),,,,,,,,,,,,,
81,Edmonton Oilers,Danny Syvret,CA,D,20,2011,London (OHL),59,3,4,7,-14,30,,,,,,,1.1
81,Colorado Avalanche,Mike Carman,US,C,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
81,Nashville Predators,Ryan Thang,US,LW,20,2012,Notre Dame (CCHA),1,0,0,0,0,0,,,,,,,0
81,Buffalo Sabres,Corey Fienhage,US,D,18,,Eastview High (High-MN),,,,,,,,,,,,,
81,Philadelphia Flyers,Adam Morrison,CA,G,18,,Saskatoon (WHL),,,,,,,,,,,,,
81,Detroit Red Wings,Louis-Marc Aubry,CA,C,18,,Montreal (QMJHL),,,,,,,,,,,,,
81,Boston Bruins,Anthony Camara,CA,LW,18,,Saginaw (OHL),,,,,,,,,,,,,
81,Pittsburgh Penguins,Oskar Sundqvist,SE,C,18,2022,Skelleftea Jr. (Sweden-Jr.),265,36,51,87,-1,94,,,,,,,6.6
81,Minnesota Wild,Kurtis Gabriel,CA,RW,20,2022,Owen Sound (OHL),51,2,3,5,2,153,,,,,,,0.3
82,New York Islanders,Sergei Ogorodnikov,RU,C,18,,Tver (Russia-2),,,,,,,,,,,,,
82,Toronto Maple Leafs,Phil Oreskovic,CA,D,18,2009,Brampton (OHL),10,1,1,2,-2,21,,,,,,,0.2
82,Vancouver Canucks,Daniel Rahimi,SE,D,19,,Bjorkloven Jr. ( ),,,,,,,,,,,,,
82,Los Angeles Kings,Bryan Cameron,CA,RW,18,,Belleville (OHL),,,,,,,,,,,,,
82,New Jersey Devils,Adam Henrique,CA,C,18,2022,Windsor (OHL),744,208,214,422,-10,221,,,,,,,49
82,Edmonton Oilers,Cameron Abney,CA,RW,18,,Everett (WHL),,,,,,,,,,,,,
82,New York Islanders,Jason Clark,US,C/LW,18,,Shattuck St. Mary's (High-MN),,,,,,,,,,,,,
82,Los Angeles Kings,Nick Shore,US,C,18,2020,Denver (WCHA),299,18,41,59,-14,98,,,,,,,2
82,Ottawa Senators,Jarrod Maidens,CA,C/LW,18,,Owen Sound (OHL),,,,,,,,,,,,,
82,Toronto Maple Leafs,Carter Verhaeghe,CA,C,18,2022,Niagara (OHL),148,43,46,89,30,75,,,,,,,10.2
83,St. Louis Blues,Viktor Alexandrov,KZ,LW,18,,Novokuznetsk (KHL),,,,,,,,,,,,,
83,Boston Bruins,Mikko Lehtonen,FI,RW,18,2010,Blues Espoo Jr. (Finland-Jr.),2,0,0,0,-1,0,,,,,,,-0.1
83,Anaheim Ducks,John de Gray,CA,D,18,,Brampton (OHL),,,,,,,,,,,,,
83,San Jose Sharks,Timo Pielmeier,DE,G,18,2011,Koln Jr. ( ),1,0,0,0,0,0,1,0,0,0,0.583,7.5,-0.4
83,Anaheim Ducks,Marco Cousineau,CA,G,18,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
83,Vancouver Canucks,Kevin Connauton,CA,D,19,2022,Western Michigan (CCHA),347,27,50,77,9,186,,,,,,,17.3
83,Buffalo Sabres,Matt MacKenzie,CA,D,18,,Calgary (WHL),,,,,,,,,,,,,
83,Anaheim Ducks,Andy Welinski,US,D,18,2021,Green Bay (USHL),46,1,5,6,-2,8,,,,,,,1.5
83,Pittsburgh Penguins,Matt Murray,CA,G,18,2022,Sault Ste. Marie (OHL),245,0,5,5,0,10,245,132,77,22,0.912,2.75,42.1
83,Edmonton Oilers,Bogdan Yakimov,RU,C,18,2015,Nizhnekamsk 2 (Russia-Jr.),1,0,0,0,-1,0,,,,,,,-0.1
84,Montreal Canadiens,Alexei Emelin,RU,D,18,2018,CSK VVS Samara (Russia-3),456,15,66,81,-9,363,,,,,,,18.2
84,New Jersey Devils,Mark Fraser,CA,D,18,2015,Kitchener (OHL),219,4,18,22,7,302,,,,,,,7.1
84,New York Rangers,Ryan Hillier,CA,LW,18,,Halifax (QMJHL),,,,,,,,,,,,,
84,Washington Capitals,Phil Desimone,US,C,20,,Sioux City (USHL),,,,,,,,,,,,,
84,Philadelphia Flyers,Jacob Deserres,CA,G,18,,Seattle (WHL),,,,,,,,,,,,,
84,Los Angeles Kings,Nicolas Deslauriers,CA,D,18,2022,Rouyn-Noranda (QMJHL),478,40,41,81,-73,479,,,,,,,2.1
84,New Jersey Devils,Scott Wedgewood,CA,G,18,2022,Plymouth (OHL),65,0,0,0,0,2,65,17,31,11,0.904,3.07,9.8
84,Phoenix Coyotes,Harrison Ruopp,CA,D,18,,Prince Albert (WHL),,,,,,,,,,,,,
84,Florida Panthers,Steven Hodges,CA,C,18,,Victoria (WHL),,,,,,,,,,,,,
84,Winnipeg Jets,Jimmy Lodge,US,C,18,,Saginaw (OHL),,,,,,,,,,,,,
85,Pittsburgh Penguins,Brian Gifford,US,C,18,,Moorhead (High-MN),,,,,,,,,,,,,
85,St. Louis Blues,Ben Bishop,US,G,18,2020,Texas (NAHL),413,0,12,12,0,34,413,222,128,36,0.921,2.32,76.4
85,Columbus Blue Jackets,Tom Sestito,US,LW,18,2017,Plymouth (OHL),154,10,11,21,-21,499,,,,,,,0.9
85,St. Louis Blues,Brett Sonne,CA,C/LW,18,,Calgary (WHL),,,,,,,,,,,,,
85,Anaheim Ducks,Brandon McMillan,CA,LW,18,2015,Kelowna (WHL),171,14,22,36,-35,60,,,,,,,0.6
85,Washington Capitals,Cody Eakin,CA,C,18,2022,Swift Current (WHL),682,110,145,255,-22,274,,,,,,,20.4
85,Carolina Hurricanes,Austin Levi,US,D,18,,Plymouth (OHL),,,,,,,,,,,,,
85,Detroit Red Wings,Alan Quine,CA,C,18,2020,Peterborough (OHL),106,10,18,28,-5,22,,,,,,,1.6
85,Boston Bruins,Matthew Grzelcyk,US,D,18,2022,USA U-18 (USHL),284,17,76,93,70,162,,,,,,,21.7
85,Vancouver Canucks,Cole Cassels,US,C,18,,Oshawa (OHL),,,,,,,,,,,,,
86,Dallas Stars,John Lammers,CA,LW,18,,Lethbridge (WHL),,,,,,,,,,,,,
86,Edmonton Oilers,Robby Dee,US,C/W,18,,Breck (High-MN),,,,,,,,,,,,,
86,Los Angeles Kings,Bud Holloway,CA,LW,18,2016,Seattle (WHL),1,0,0,0,0,0,,,,,,,0
86,Chicago Blackhawks,Josh Unice,US,G,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
86,Montreal Canadiens,Steve Quailer,US,LW,19,,Sioux City (USHL),,,,,,,,,,,,,
86,Boston Bruins,Ryan Button,CA,D,18,,Prince Albert (WHL),,,,,,,,,,,,,
86,Washington Capitals,Stanislav Galiev,RU,RW,18,2016,Saint John (QMJHL),26,1,3,4,3,4,,,,,,,0.3
86,Toronto Maple Leafs,Josh Leivo,CA,LW,18,2022,Sudbury (OHL),214,38,39,77,6,68,,,,,,,7.7
86,St. Louis Blues,Colton Parayko,CA,D,19,2022,Fort McMurray (AJHL),469,47,146,193,52,133,,,,,,,39
86,Montreal Canadiens,Sven Andrighetto,CH,RW,20,2019,Rouyn-Noranda (QMJHL),216,31,52,83,-3,42,,,,,,,7.5
87,Ottawa Senators,Peter Regin,DK,C,18,2015,Herning IK (Denmark),243,23,44,67,1,64,,,,,,,4.9
87,Buffalo Sabres,Marc-Andre Gragnani,CA,D,18,2016,P.E.I. (QMJHL),78,3,15,18,4,36,,,,,,,0.7
87,Calgary Flames,John Armstrong,CA,C,18,,Plymouth (OHL),,,,,,,,,,,,,
87,New Jersey Devils,Corbin McPherson,US,D,19,,Cowichan Valley (BCHL),,,,,,,,,,,,,
87,St. Louis Blues,Ian Schultz,CA,RW,18,,Calgary (WHL),,,,,,,,,,,,,
87,Philadelphia Flyers,Simon Bertilsson,SE,D,18,,Brynas Gavle (Sweden),,,,,,,,,,,,,
87,Atlanta Thrashers,Julian Melchiori,CA,D,18,2017,Newmarket (CCHL),30,0,2,2,0,8,,,,,,,0.4
87,Florida Panthers,Jonathan Racine,CA,D,18,2014,Shawinigan (QMJHL),1,0,0,0,-1,2,,,,,,,-0.1
87,Anaheim Ducks,Frederik Andersen,DK,G,22,2022,Frolunda (Sweden),432,0,13,13,0,26,432,255,108,50,0.916,2.59,80.6
87,Anaheim Ducks,Keaton Thompson,US,D,18,,USA U-18 (USHL),,,,,,,,,,,,,
88,Washington Capitals,Clayton Barthel,DE,D,18,,Seattle (WHL),,,,,,,,,,,,,
88,Colorado Avalanche,T.J. Hensick,US,C,19,2011,Michigan (CCHA),112,12,26,38,-16,18,,,,,,,2.5
88,Phoenix Coyotes,Jonas Ahnelov,SE,LW,18,,Vastra Frolunda (Sweden),,,,,,,,,,,,,
88,Detroit Red Wings,Joakim Andersson,SE,C,18,2016,Vastra Frolunda Jr. ( ),205,15,21,36,-11,48,,,,,,,1.2
88,Los Angeles Kings,Geordie Wudrick,CA,LW,18,,Swift Current (WHL),,,,,,,,,,,,,
88,Carolina Hurricanes,Mattias Lindstrom,SE,LW,18,,Skelleftea Jr. (Sweden-Jr.),,,,,,,,,,,,,
88,San Jose Sharks,Max Gaede,US,RW,18,,Woodbury HS (High-MN),,,,,,,,,,,,,
88,St. Louis Blues,Jordan Binnington,CA,G,18,2022,Owen Sound (OHL),151,0,2,2,0,20,151,85,42,19,0.913,2.54,25.9
88,Phoenix Coyotes,James Melindy,CA,D,18,,Moncton (QMJHL),,,,,,,,,,,,,
88,Edmonton Oilers,Anton Slepyshev,RU,LW,19,2018,Ufa (Russia),102,10,13,23,-4,14,,,,,,,1.4
89,Ottawa Senators,Jeff Glass,CA,G,18,2018,Kootenay (WHL),15,0,0,0,0,2,15,3,7,3,0.898,3.36,1.8
89,Tampa Bay Lightning,Chris Lawrence,CA,C,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
89,Calgary Flames,Aaron Marvin,US,F,18,,Warroad (High-MN),,,,,,,,,,,,,
89,Buffalo Sabres,Corey Tropp,US,RW,18,2017,Sioux Falls (USHL),149,6,21,27,-12,133,,,,,,,0.8
89,Dallas Stars,Scott Winkler,NO,C,18,,Russell Stover (MWEHL),,,,,,,,,,,,,
89,Chicago Blackhawks,Dan Delisle,US,C/LW,18,,Totino Grace (High-MN),,,,,,,,,,,,,
89,Philadelphia Flyers,Michael Chaput,CA,C,18,2021,Lewiston (QMJHL),182,6,16,22,-34,88,,,,,,,-1.4
89,San Jose Sharks,Justin Sefton,CA,D,18,,Sudbury (OHL),,,,,,,,,,,,,
89,Nashville Predators,Brendan Leipsic,CA,LW,18,2020,Portland (WHL),187,16,43,59,-16,53,,,,,,,3.4
89,Columbus Blue Jackets,Oliver Bjorkstrand,DK,RW,18,2022,Portland (WHL),354,101,113,214,-9,64,,,,,,,23.1
90,Toronto Maple Leafs,Justin Pogge,CA,G,18,2009,Prince George (WHL),7,0,0,0,0,0,7,1,4,1,0.844,4.36,-0.2
90,Florida Panthers,Dan Collins,US,RW,18,,Plymouth (OHL),,,,,,,,,,,,,
90,Dallas Stars,Aaron Snow,CA,LW,18,,Brampton (OHL),,,,,,,,,,,,,
90,Ottawa Senators,Louie Caporusso,CA,C/LW,18,,St. Michaels (OJHL),,,,,,,,,,,,,
90,New York Rangers,Tomas Kundratek,CZ,D,18,2013,Trinec (Czech),30,1,6,7,-5,10,,,,,,,0.7
90,Detroit Red Wings,Gleason Fournier,CA,D,18,,Rimouski (QMJHL),,,,,,,,,,,,,
90,Chicago Blackhawks,Joakim Nordstrom,SE,C,18,2021,AIK Jr. (Sweden-Jr.),444,32,43,75,-34,77,,,,,,,1.5
90,Vancouver Canucks,Alexandre Grenier,CA,RW,20,2017,Halifax (QMJHL),9,0,0,0,-5,2,,,,,,,-0.3
90,New Jersey Devils,Ben Johnson,US,C/LW,18,,Windsor (OHL),,,,,,,,,,,,,
90,Boston Bruins,Peter Cehlarik,SK,LW,18,2020,Lulea Jr. (Sweden-Jr.),40,5,6,11,4,10,,,,,,,1
91,Vancouver Canucks,Alexander Edler,SE,D,18,2022,Jamtland (Sweden),951,100,320,420,-28,687,,,,,,,75.3
91,Philadelphia Flyers,Oskars Bartulis,LV,D,18,2011,Moncton (QMJHL),66,1,8,9,-16,32,,,,,,,0.7
91,Ottawa Senators,Kaspars Daugavins,LV,LW,18,2013,HK Riga 2000 ( ),91,6,9,15,-10,21,,,,,,,0
91,San Jose Sharks,Tyson Sexsmith,CA,G,18,,Vancouver (WCHL),,,,,,,,,,,,,
91,Detroit Red Wings,Max Nicastro,US,D,18,,Chicago (USHL),,,,,,,,,,,,,
91,Phoenix Coyotes,Mike Lee,US,G,18,,Fargo (USHL),,,,,,,,,,,,,
91,Edmonton Oilers,Jeremie Blain,CA,D,18,,Acadie-Bathurst (QMJHL),,,,,,,,,,,,,
91,Florida Panthers,Kyle Rau,US,C,18,2022,Sioux Falls (High-MN),61,2,5,7,-8,15,,,,,,,-0.4
91,Edmonton Oilers,Daniil Zharkov,RU,LW,18,,Belleville (OHL),,,,,,,,,,,,,
91,Winnipeg Jets,J.C. Lipon,CA,RW,20,2016,Kamloops (WHL),9,0,1,1,0,5,,,,,,,0
92,Philadelphia Flyers,Rob Bellamy,US,RW,19,,New England (EJHL),,,,,,,,,,,,,
92,Tampa Bay Lightning,Marek Bartanus,SK,RW,18,,Kosice (Slovakia),,,,,,,,,,,,,
92,Detroit Red Wings,Daniel Larsson,SE,G,20,,Hammarby (Sweden),,,,,,,,,,,,,
92,Anaheim Ducks,Justin Vaive,US,LW,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
92,San Jose Sharks,Samuel Groulx,CA,D,18,,Quebec (QMJHL),,,,,,,,,,,,,
92,New York Islanders,Casey Cizikas,CA,C,18,2022,Mississauga St. Michael's (OHL),634,87,107,194,19,280,,,,,,,16.7
92,Florida Panthers,Sam Brittain,CA,G,18,,Canmore (AJHL),,,,,,,,,,,,,
92,Edmonton Oilers,Dillon Simpson,CA,D,18,2017,North Dakota (WCHA),3,0,0,0,0,2,,,,,,,0
92,Pittsburgh Penguins,Matia Marcantuoni,CA,C/RW,18,,Kitchener (OHL),,,,,,,,,,,,,
92,Florida Panthers,Evan Cowley,CA,G,18,,Wichita Falls (NAHL),,,,,,,,,,,,,
93,Columbus Blue Jackets,Dan LaCosta,CA,G,18,2009,Owen Sound (OHL),4,0,0,0,0,0,4,2,0,0,0.953,1.42,0.9
93,Florida Panthers,Olivier Legault,CA,LW,18,,Lewiston (QMJHL),,,,,,,,,,,,,
93,Carolina Hurricanes,Harrison Reed,CA,C/RW,18,,Sarnia (OHL),,,,,,,,,,,,,
93,Anaheim Ducks,Steven Kampfer,US,D,18,2021,Michigan (CCHA),231,15,24,39,-1,110,,,,,,,8.8
93,Washington Capitals,Braden Holtby,CA,G,18,2022,Saskatoon (WHL),512,0,12,12,0,27,512,298,143,50,0.915,2.59,91
93,Tampa Bay Lightning,Alex Hutchings,CA,LW,18,,Barrie (OHL),,,,,,,,,,,,,
93,Florida Panthers,Ben Gallacher,CA,D,18,,Camrose (AJHL),,,,,,,,,,,,,
93,Colorado Avalanche,Joachim Nermark,SE,C,18,,Linkoping Jr. (Sweden-Jr.),,,,,,,,,,,,,
93,Edmonton Oilers,Erik Gustafsson,SE,D,20,2022,Djurgarden (Sweden),293,31,114,145,-4,83,,,,,,,21.7
93,Colorado Avalanche,Mason Geertsen,CA,D,18,2022,Vancouver (WCHL),16,0,0,0,-2,55,,,,,,,0
94,San Jose Sharks,Thomas Greiss,DE,G,18,2022,Koln Jr.,336,0,3,3,0,14,336,153,113,37,0.913,2.68,55.2
94,Carolina Hurricanes,Jakub Vojta,CZ,D,18,,Sparta Praha Jr. (Czech-Jr.),,,,,,,,,,,,,
94,St. Louis Blues,Ryan Turek,US,C,18,,Omaha (USHL),,,,,,,,,,,,,
94,Columbus Blue Jackets,Maksim Mayorov,RU,LW,18,2012,Almetjevsk (Russia-2),22,2,1,3,-4,2,,,,,,,0
94,Atlanta Thrashers,Vinny Saponari,US,RW,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
94,Columbus Blue Jackets,David Savard,CA,D,18,2022,Moncton (QMJHL),653,42,133,175,-1,355,,,,,,,35.7
94,Columbus Blue Jackets,Brandon Archibald,US,D,18,,Sault Ste. Marie (OHL),,,,,,,,,,,,,
94,Nashville Predators,Josh Shalla,CA,LW,19,,Saginaw (OHL),,,,,,,,,,,,,
94,Montreal Canadiens,Brady Vail,US,C,18,,Windsor (OHL),,,,,,,,,,,,,
94,Edmonton Oilers,Jackson Houck,CA,RW,18,,Vancouver (WCHL),,,,,,,,,,,,,
95,Los Angeles Kings,Paul Baier,US,D,19,,Deerfield Academy (High-MA),,,,,,,,,,,,,
95,Ottawa Senators,Cody Bass,CA,C,18,2017,Mississauga (OHL),75,2,3,5,-5,107,,,,,,,-0.3
95,Chicago Blackhawks,Ben Shutron,CA,D,18,,Kingston (OHL),,,,,,,,,,,,,
95,Los Angeles Kings,Alec Martinez,US,D,20,2022,Miami (Ohio) (CCHA),671,73,168,241,57,207,,,,,,,55
95,St. Louis Blues,David Warsofsky,US,D,18,2018,U.S. National U-18 (USNTDP),55,2,9,11,-6,8,,,,,,,1.6
95,Los Angeles Kings,Jean-Francois Berube,CA,G,18,2022,Montreal (QMJHL),38,0,1,1,0,0,38,12,11,4,0.902,3.37,4.7
95,Colorado Avalanche,Stephen Silas,CA,D,18,,Belleville (OHL),,,,,,,,,,,,,
95,New York Islanders,Robbie Russo,US,D,18,2017,USA U-18 (USHL),19,0,0,0,2,2,,,,,,,0.5
95,Columbus Blue Jackets,Josh Anderson,CA,RW,18,2022,London (OHL),363,97,66,163,-3,295,,,,,,,17.7
95,Nashville Predators,Felix Girard,CA,C,19,,Baie-Comeau (QMJHL),,,,,,,,,,,,,
96,Columbus Blue Jackets,Andrey Plekhanov,RU,D,18,,Nizhnekamsk 2 (Russia-3),,,,,,,,,,,,,
96,Buffalo Sabres,Chris Butler,US,D,18,2019,Sioux City (USHL),407,14,72,86,-27,187,,,,,,,17
96,Chicago Blackhawks,Joe Palmer,US,G,18,,U.S. National U-18 (USNTDP),,,,,,,,,,,,,
